text,label
Congratulations! You have won a $47201 prize. Click here to claim now!,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Secret method to earn $25376 daily from home — guaranteed!,spam
Get rich quick scheme: invest $18953 and earn ten times profit.,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Secret method to earn $48279 daily from home — guaranteed!,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Double your investment in 30 days! Risk free guaranteed returns.,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Hot singles in your area are waiting for you. Click to meet them!,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Make money fast! Earn $13938 per week working from home.,spam
The bug in the login module has been fixed and deployed to staging.,ham
"Great job on the presentation today, Sam! Very well done.",ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Get rich quick scheme: invest $11989 and earn ten times profit.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Act now to receive exclusive discounts on vacation. Offer expires soon!,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
Please find attached the quarterly report for your review.,ham
Act now to receive exclusive discounts on iPhone. Offer expires soon!,spam
Get rich quick scheme: invest $37539 and earn ten times profit.,spam
Please confirm your attendance for the company picnic next week.,ham
Cheap tablet available now at unbeatable prices! Order today.,spam
You've been randomly selected to receive a free watch. No purchase necessary.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Your email has won our international lottery worth $22888.,spam
Get rich quick scheme: invest $36537 and earn ten times profit.,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Win a brand new watch! Click the link below to enter the draw.,spam
Make money fast! Earn $29390 per week working from home.,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Win a brand new vacation! Click the link below to enter the draw.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
You are selected for a special cashback offer of 6%. Reply YES.,spam
Get rich quick scheme: invest $43075 and earn ten times profit.,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Secret method to earn $46221 daily from home — guaranteed!,spam
Please confirm your attendance for the company picnic next week.,ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Secret method to earn $10284 daily from home — guaranteed!,spam
I'll be out of office from Monday to Wednesday. Reach out to Riley if urgent.,ham
Hot singles in your area are waiting for you. Click to meet them!,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Please confirm your attendance for the company picnic next week.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Act now to receive exclusive discounts on TV. Offer expires soon!,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Secret method to earn $24549 daily from home — guaranteed!,spam
Congratulations! You have won a $26487 prize. Click here to claim now!,spam
Cheap camera available now at unbeatable prices! Order today.,spam
CONGRATULATIONS! Claim your reward of $44350 gift card now!,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
Exclusive VIP membership — join today for only $23212 per month.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Secret method to earn $41592 daily from home — guaranteed!,spam
Don't forget to submit your timesheet by end of day Friday.,ham
