text,label
"Thanks for your help with the client demo, it went really well!",ham
"Thanks for your help with the client demo, it went really well!",ham
Congratulations! You have won a $25028 prize. Click here to claim now!,spam
Secret method to earn $17157 daily from home — guaranteed!,spam
Make money fast! Earn $40329 per week working from home.,spam
Exclusive VIP membership — join today for only $33061 per month.,spam
Here are the notes from today's brainstorming session.,ham
Get rich quick scheme: invest $41691 and earn ten times profit.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
CONGRATULATIONS! Claim your reward of $37944 gift card now!,spam
Happy birthday Casey! Hope you have a wonderful day!,ham
I'll be out of office from Monday to Wednesday. Reach out to Riley if urgent.,ham
"Hi Morgan, just wanted to follow up on our meeting yesterday.",ham
Happy birthday Quinn! Hope you have a wonderful day!,ham
CONGRATULATIONS! Claim your reward of $48339 gift card now!,spam
I've completed the code review for the pull request. See my comments.,ham
I'll be out of office from Monday to Wednesday. Reach out to Taylor if urgent.,ham
CONGRATULATIONS! Claim your reward of $8771 gift card now!,spam
You are selected for a special cashback offer of 15%. Reply YES.,spam
"Hi Alex, just wanted to follow up on our meeting yesterday.",ham
Exclusive VIP membership — join today for only $6101 per month.,spam
Please find attached the quarterly report for your review.,ham
"Great job on the presentation today, Jordan! Very well done.",ham
Don't forget to submit your timesheet by end of day Friday.,ham
I'll be out of office from Monday to Wednesday. Reach out to Alex if urgent.,ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Happy birthday Riley! Hope you have a wonderful day!,ham
You are selected for a special cashback offer of 73%. Reply YES.,spam
Please find attached the quarterly report for your review.,ham
Double your investment in 30 days! Risk free guaranteed returns.,spam
Get rich quick scheme: invest $3342 and earn ten times profit.,spam
"Great job on the presentation today, Morgan! Very well done.",ham
Please confirm your attendance for the company picnic next week.,ham
"Thanks for your help with the client demo, it went really well!",ham
Act now to receive exclusive discounts on vacation. Offer expires soon!,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Cheap watch available now at unbeatable prices! Order today.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
I've completed the code review for the pull request. See my comments.,ham
The bug in the login module has been fixed and deployed to staging.,ham
"Hi Taylor, just wanted to follow up on our meeting yesterday.",ham
You are selected for a special cashback offer of 31%. Reply YES.,spam
You've been randomly selected to receive a free vacation. No purchase necessary.,spam
You are selected for a special cashback offer of 41%. Reply YES.,spam
Buy one get one free on all vacation! This weekend only.,spam
Exclusive VIP membership — join today for only $12644 per month.,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
Here are the notes from today's brainstorming session.,ham
Buy one get one free on all tablet! This weekend only.,spam
"FREE camera for you! Limited time offer, act now!",spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Your loan of $24899 has been pre-approved. No credit check required.,spam
Your loan of $42289 has been pre-approved. No credit check required.,spam
Congratulations! You have won a $24930 prize. Click here to claim now!,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
"Hey Taylor, are you available for a quick call this afternoon?",ham
Congratulations! You have won a $38468 prize. Click here to claim now!,spam
I'll be out of office from Monday to Wednesday. Reach out to Alex if urgent.,ham
I've completed the code review for the pull request. See my comments.,ham
I'll be out of office from Monday to Wednesday. Reach out to Alex if urgent.,ham
Double your investment in 30 days! Risk free guaranteed returns.,spam
You are selected for a special cashback offer of 33%. Reply YES.,spam
You are selected for a special cashback offer of 70%. Reply YES.,spam
"Great job on the presentation today, Sam! Very well done.",ham
Could you please share the updated spreadsheet with the latest numbers?,ham
Cheap iPhone available now at unbeatable prices! Order today.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Make money fast! Earn $42813 per week working from home.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Get rich quick scheme: invest $32247 and earn ten times profit.,spam
Make money fast! Earn $48313 per week working from home.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Please find attached the quarterly report for your review.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Make money fast! Earn $42635 per week working from home.,spam
Lose 3559 pounds in just 25 days with this miracle pill!,spam
Please confirm your attendance for the company picnic next week.,ham
Please find attached the quarterly report for your review.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
Cheap vacation available now at unbeatable prices! Order today.,spam
Congratulations! You have won a $49847 prize. Click here to claim now!,spam
I've completed the code review for the pull request. See my comments.,ham
Congratulations! You have won a $34979 prize. Click here to claim now!,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
You've been randomly selected to receive a free laptop. No purchase necessary.,spam
"Hey Sam, are you available for a quick call this afternoon?",ham
Your loan of $4706 has been pre-approved. No credit check required.,spam
You've been randomly selected to receive a free laptop. No purchase necessary.,spam
"Thanks for your help with the client demo, it went really well!",ham
Double your investment in 30 days! Risk free guaranteed returns.,spam
"FREE vacation for you! Limited time offer, act now!",spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Win a brand new laptop! Click the link below to enter the draw.,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
I've completed the code review for the pull request. See my comments.,ham
Secret method to earn $617 daily from home — guaranteed!,spam
Act now to receive exclusive discounts on iPhone. Offer expires soon!,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Get rich quick scheme: invest $45545 and earn ten times profit.,spam
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
I've completed the code review for the pull request. See my comments.,ham
Secret method to earn $29659 daily from home — guaranteed!,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Exclusive VIP membership — join today for only $33645 per month.,spam
Happy birthday Riley! Hope you have a wonderful day!,ham
Happy birthday Riley! Hope you have a wonderful day!,ham
Please confirm your attendance for the company picnic next week.,ham
Act now to receive exclusive discounts on laptop. Offer expires soon!,spam
Your email has won our international lottery worth $43040.,spam
Act now to receive exclusive discounts on tablet. Offer expires soon!,spam
Your email has won our international lottery worth $43131.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
Buy one get one free on all laptop! This weekend only.,spam
Your email has won our international lottery worth $11709.,spam
Get rich quick scheme: invest $44236 and earn ten times profit.,spam
You are selected for a special cashback offer of 44%. Reply YES.,spam
Win a brand new car! Click the link below to enter the draw.,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Please confirm your attendance for the company picnic next week.,ham
Exclusive VIP membership — join today for only $44363 per month.,spam
"Hey Riley, are you available for a quick call this afternoon?",ham
Here are the notes from today's brainstorming session.,ham
You are selected for a special cashback offer of 8%. Reply YES.,spam
The bug in the login module has been fixed and deployed to staging.,ham
"Thanks for your help with the client demo, it went really well!",ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Make money fast! Earn $40047 per week working from home.,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
"FREE tablet for you! Limited time offer, act now!",spam
Cheap car available now at unbeatable prices! Order today.,spam
Your email has won our international lottery worth $41933.,spam
"Great job on the presentation today, Alex! Very well done.",ham
CONGRATULATIONS! Claim your reward of $33685 gift card now!,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Your loan of $38184 has been pre-approved. No credit check required.,spam
I'll be out of office from Monday to Wednesday. Reach out to Quinn if urgent.,ham
Act now to receive exclusive discounts on car. Offer expires soon!,spam
Get rich quick scheme: invest $14913 and earn ten times profit.,spam
Make money fast! Earn $37330 per week working from home.,spam
Congratulations! You have won a $9711 prize. Click here to claim now!,spam
"FREE camera for you! Limited time offer, act now!",spam
Please confirm your attendance for the company picnic next week.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
Lose 28066 pounds in just 8 days with this miracle pill!,spam
Lose 14030 pounds in just 19 days with this miracle pill!,spam
"Thanks for your help with the client demo, it went really well!",ham
Cheap camera available now at unbeatable prices! Order today.,spam
Get rich quick scheme: invest $19880 and earn ten times profit.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
I'll be out of office from Monday to Wednesday. Reach out to Jordan if urgent.,ham
Your loan of $41775 has been pre-approved. No credit check required.,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
Exclusive VIP membership — join today for only $25695 per month.,spam
Your email has won our international lottery worth $16935.,spam
I'll be out of office from Monday to Wednesday. Reach out to Sam if urgent.,ham
I'll be out of office from Monday to Wednesday. Reach out to Morgan if urgent.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Please find attached the quarterly report for your review.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
You are selected for a special cashback offer of 63%. Reply YES.,spam
Get rich quick scheme: invest $17644 and earn ten times profit.,spam
Please confirm your attendance for the company picnic next week.,ham
You've been randomly selected to receive a free camera. No purchase necessary.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Lose 36402 pounds in just 19 days with this miracle pill!,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
"Hi Taylor, just wanted to follow up on our meeting yesterday.",ham
The project deadline has been moved to next Friday. Please plan accordingly.,ham
I've completed the code review for the pull request. See my comments.,ham
Here are the notes from today's brainstorming session.,ham
The bug in the login module has been fixed and deployed to staging.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
"Thanks for your help with the client demo, it went really well!",ham
Please confirm your attendance for the company picnic next week.,ham
I'll be out of office from Monday to Wednesday. Reach out to Taylor if urgent.,ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
"Great job on the presentation today, Taylor! Very well done.",ham
"Hey Jordan, are you available for a quick call this afternoon?",ham
Act now to receive exclusive discounts on TV. Offer expires soon!,spam
Secret method to earn $35849 daily from home — guaranteed!,spam
Secret method to earn $14422 daily from home — guaranteed!,spam
Happy birthday Alex! Hope you have a wonderful day!,ham
Secret method to earn $3725 daily from home — guaranteed!,spam
Act now to receive exclusive discounts on TV. Offer expires soon!,spam
Congratulations! You have won a $5653 prize. Click here to claim now!,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
Get rich quick scheme: invest $28813 and earn ten times profit.,spam
"Thanks for your help with the client demo, it went really well!",ham
You are selected for a special cashback offer of 8%. Reply YES.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
CONGRATULATIONS! Claim your reward of $17713 gift card now!,spam
"Thanks for your help with the client demo, it went really well!",ham
Secret method to earn $19397 daily from home — guaranteed!,spam
Make money fast! Earn $42797 per week working from home.,spam
I've completed the code review for the pull request. See my comments.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
"FREE TV for you! Limited time offer, act now!",spam
"Thanks for your help with the client demo, it went really well!",ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Here are the notes from today's brainstorming session.,ham
Could you please share the updated spreadsheet with the latest numbers?,ham
Lose 28084 pounds in just 14 days with this miracle pill!,spam
"Thanks for your help with the client demo, it went really well!",ham
Don't forget to submit your timesheet by end of day Friday.,ham
Win a brand new iPhone! Click the link below to enter the draw.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Please find attached the quarterly report for your review.,ham
Win a brand new iPhone! Click the link below to enter the draw.,spam
"Hey Sam, are you available for a quick call this afternoon?",ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Secret method to earn $17832 daily from home — guaranteed!,spam
Don't forget to submit your timesheet by end of day Friday.,ham
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Exclusive VIP membership — join today for only $30156 per month.,spam
Make money fast! Earn $48802 per week working from home.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Hot singles in your area are waiting for you. Click to meet them!,spam
Please find attached the quarterly report for your review.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
You've been randomly selected to receive a free vacation. No purchase necessary.,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
Buy one get one free on all tablet! This weekend only.,spam
Get rich quick scheme: invest $6979 and earn ten times profit.,spam
"FREE tablet for you! Limited time offer, act now!",spam
Get rich quick scheme: invest $7859 and earn ten times profit.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Act now to receive exclusive discounts on vacation. Offer expires soon!,spam
Your loan of $14333 has been pre-approved. No credit check required.,spam
Make money fast! Earn $36667 per week working from home.,spam
"FREE vacation for you! Limited time offer, act now!",spam
I'll be out of office from Monday to Wednesday. Reach out to Alex if urgent.,ham
Exclusive VIP membership — join today for only $29167 per month.,spam
I've completed the code review for the pull request. See my comments.,ham
The bug in the login module has been fixed and deployed to staging.,ham
CONGRATULATIONS! Claim your reward of $23044 gift card now!,spam
Your email has won our international lottery worth $36700.,spam
Please confirm your attendance for the company picnic next week.,ham
Win a brand new laptop! Click the link below to enter the draw.,spam
Act now to receive exclusive discounts on vacation. Offer expires soon!,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Secret method to earn $14405 daily from home — guaranteed!,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
"Hi Casey, just wanted to follow up on our meeting yesterday.",ham
I'll be out of office from Monday to Wednesday. Reach out to Riley if urgent.,ham
CONGRATULATIONS! Claim your reward of $19763 gift card now!,spam
Please find attached the quarterly report for your review.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
I'll be out of office from Monday to Wednesday. Reach out to Alex if urgent.,ham
Congratulations! You have won a $49665 prize. Click here to claim now!,spam
"Thanks for your help with the client demo, it went really well!",ham
Double your investment in 30 days! Risk free guaranteed returns.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
"FREE car for you! Limited time offer, act now!",spam
Please find attached the quarterly report for your review.,ham
Make money fast! Earn $29943 per week working from home.,spam
"Hey Riley, are you available for a quick call this afternoon?",ham
You've been randomly selected to receive a free iPhone. No purchase necessary.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
Your loan of $22560 has been pre-approved. No credit check required.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
"FREE tablet for you! Limited time offer, act now!",spam
Win a brand new laptop! Click the link below to enter the draw.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
Don't forget to submit your timesheet by end of day Friday.,ham
I'll be out of office from Monday to Wednesday. Reach out to Morgan if urgent.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
Your email has won our international lottery worth $35549.,spam
"Hey Morgan, are you available for a quick call this afternoon?",ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
CONGRATULATIONS! Claim your reward of $44141 gift card now!,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
